segment_id,segment_name,lifecycle_stage,lifecycle_day,notif_1,notif_2,notif_3,notif_4,notif_5,notif_6,notif_7,notif_8,notif_9
SEG_09,Low-Active Cold Trial,trial,D7,"(TPL_SEG_09_THE_CONVERSION_PUSH_04, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_05, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_01, early_morning, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D31,"(TPL_SEG_11_THE_WIN_BACK_03, night, email)","(TPL_SEG_11_THE_WIN_BACK_04, night, email)","(TPL_SEG_11_THE_WIN_BACK_05, evening, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D37,"(TPL_SEG_11_THE_WIN_BACK_04, night, email)","(TPL_SEG_11_THE_WIN_BACK_05, night, email)","(TPL_SEG_11_THE_WIN_BACK_01, early_morning, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D44,"(TPL_SEG_11_THE_WIN_BACK_01, night, email)","(TPL_SEG_11_THE_WIN_BACK_02, night, email)","(TPL_SEG_11_THE_WIN_BACK_03, afternoon, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D51,"(TPL_SEG_11_THE_WIN_BACK_03, night, email)","(TPL_SEG_11_THE_WIN_BACK_04, night, email)","(TPL_SEG_11_THE_WIN_BACK_05, evening, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D58,"(TPL_SEG_11_THE_WIN_BACK_05, night, email)","(TPL_SEG_11_THE_WIN_BACK_01, night, email)","(TPL_SEG_11_THE_WIN_BACK_02, mid_morning, push_notification)",,,,,,
SEG_11,Deep Churned,churned,D65,"(TPL_SEG_11_THE_WIN_BACK_02, night, email)","(TPL_SEG_11_THE_WIN_BACK_03, night, email)","(TPL_SEG_11_THE_WIN_BACK_04, late_afternoon, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D31,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05, evening, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D37,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_01, early_morning, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D44,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_01, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_02, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03, afternoon, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D51,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05, evening, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D58,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_01, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_02, mid_morning, push_notification)",,,,,,
SEG_12,Inactive High-Propensity,inactive,D65,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_02, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03, night, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04, late_afternoon, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D31,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, night, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D37,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_01, mid_morning, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D44,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_01, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_02, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, late_afternoon, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D51,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, night, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D58,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_01, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_02, afternoon, push_notification)",,,,,,
SEG_13,Inactive Low-Propensity,inactive,D65,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_02, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, early_morning, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, evening, push_notification)",,,,,,
