template_id,segment_id,segment_name,lifecycle_stage,phase_number,phase_name,day_range,primary_goal,theme,tone,title_en,body_en,cta_en,title_hi,body_hi,cta_hi,hook_type,format_type,feature_ref,iteration,ctr,engagement_rate,uninstall_rate,theme_samples,performance_status,source_template_id
TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05,SEG_04,Moderate-Active Feature Enthusiasts,paid,6,Social & Expansion Drive,Days 16–20,Increase monthly retention by 15% through personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,Unlock Your Streak's Secret in a Forgotten Box,Boost your fluency with our AI-powered practice sessions,Start Your Session Now,अपनी स्ट्रीक की गुप्त खोज करें एक भूल गए बॉक्स में,हमारे एआई पावर्ड अभ्यास सत्रों से अपनी भाषा कौशल को बढ़ाएं,शुरू करें अपना सत्र अब,Epic Meaning,challenge,streaks,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_SOCIAL___EXPANSION_DRIVE_05
TPL_SEG_04_OVERCOMING_THE_SLUMP_01,SEG_04,Moderate-Active Feature Enthusiasts,paid,7,Overcoming the Slump,Days 21–25,Re-engage users with personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,Train for Your Streak's Finishing Line,"Boost your fluency with daily practice, now!",Open Now!,अंतिम रेस में तैयार रहें,दैनिक अभ्यास से अपनी भाषा कौशल को बढ़ाएं,अब खोलें,Epic Meaning,direct_cta,Sia,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_OVERCOMING_THE_SLUMP_01
TPL_SEG_04_OVERCOMING_THE_SLUMP_02,SEG_04,Moderate-Active Feature Enthusiasts,paid,7,Overcoming the Slump,Days 21–25,Re-engage users with personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,Build Your Streak's Foundation,Complete daily exercises to unlock a stronger you in just 5 minutes,Start Your Streak Today,आपने अपनी स्ट्रीक की आधारशिला बनाएं,नियमित रूप से अभ्यास करें और अपनी भाषा कौशल में सुधार करें,आज शुरू करें,Epic Meaning,question_hook,Exercise Completion,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_OVERCOMING_THE_SLUMP_02
TPL_SEG_04_OVERCOMING_THE_SLUMP_03,SEG_04,Moderate-Active Feature Enthusiasts,paid,7,Overcoming the Slump,Days 21–25,Re-engage users with personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,"1,400 Learners Practiced Today",Don't fall behind — your peers are moving forward. Join them now.,Continue Now,आज के दिन में 1400 सीखने वालों ने प्रैक्टिस किया है,अपने दोस्तों से आगे नहीं पड़ने दें। उन्हें अब शामिल हो जाएं!,जारी रखें,Epic Meaning,social_proof,Daily Practice,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_OVERCOMING_THE_SLUMP_03
TPL_SEG_04_OVERCOMING_THE_SLUMP_04,SEG_04,Moderate-Active Feature Enthusiasts,paid,7,Overcoming the Slump,Days 21–25,Re-engage users with personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,Tip: 10 Min Daily Beats 2 Hr Weekly,Consistency builds fluency. One short session now keeps progress compounding.,Continue Now,टिप: दैनिक 10 मिनट की प्रैक्टिस 2 घंटे साप्ताहिक को हरा सकती है,स्थिरता भाषण की क्षमता बनाती है। एक छोटी सी सेशन अब तेजी से प्रगति बनाए रखेगी।,जारी रखें,Epic Meaning,insight_tip,Weekly Progress,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_OVERCOMING_THE_SLUMP_04
TPL_SEG_04_OVERCOMING_THE_SLUMP_05,SEG_04,Moderate-Active Feature Enthusiasts,paid,7,Overcoming the Slump,Days 21–25,Re-engage users with personalized win-back content and limited-time offer for premium features,Epic Meaning,Motivational,Unlock Your Streak's Secret in a Forgotten Box,Discover hidden progress and boost your fluency with our AI-powered practice sessions,Start Your Streak Today,अप्रत्याशित प्रगति की खोज करें,हमारे एआई साथी सिया के साथ अभ्यास करें और अपनी भाषा कौशल में सुधार करें,आज शुरू करें,Epic Meaning,challenge,Streak Milestone,1,0.09666666666666666,0.29,0.013666666666666666,3,NEUTRAL,TPL_SEG_04_OVERCOMING_THE_SLUMP_05
TPL_SEG_04_ROI_DEMONSTRATION_01,SEG_04,Moderate-Active Feature Enthusiasts,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 10% among moderate-actively engaged users (ai_tutor_used) through personalized win-back content and limited-time offers,Empowerment,Urgent (mild),Train for Your Streak's Finishing Line,Unlock your full potential with daily practice sessions and AI-powered feedback.,Start Now,"अपनी स्ट्रीक के अंतिम रेस में तैयार रहें,",दैनिक अभ्यास सत्रों और एआई-निर्देशित फीडबैक के साथ अपना पूर्ण संभावना खोजें।,"शुरू करें, ",Empowerment,direct_cta,AI Tutor,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_ROI_DEMONSTRATION_01
TPL_SEG_04_ROI_DEMONSTRATION_02,SEG_04,Moderate-Active Feature Enthusiasts,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 10% among moderate-actively engaged users (ai_tutor_used) through personalized win-back content and limited-time offers,Empowerment,Urgent (mild),Ready to beat yesterday?,Your last score was 72. Can you top it in 5 minutes today?,Continue Now,आज को पिछले दिन से बेहतर बनाने के लिए तैयार हैं?,आपका अंतिम रिकॉर्ड था। आज 5 मिनट में इसे पूरा कर सकते हैं?,जारी रखें,Empowerment,question_hook,Exercise Completion,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_ROI_DEMONSTRATION_02
TPL_SEG_04_ROI_DEMONSTRATION_03,SEG_04,Moderate-Active Feature Enthusiasts,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 10% among moderate-actively engaged users (ai_tutor_used) through personalized win-back content and limited-time offers,Empowerment,Urgent (mild),Level Up Your Streak,Train for your streak's finishing line with AI Tutor Sia,Start Now,स्ट्रीक की अंतिम लाइन पर तैयार रहें ,एआई ट्यूटर सिया के साथ प्रशिक्षण करें ,शुरू करें ,Empowerment,social_proof,Leaderboard,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_ROI_DEMONSTRATION_03
TPL_SEG_04_ROI_DEMONSTRATION_04,SEG_04,Moderate-Active Feature Enthusiasts,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 10% among moderate-actively engaged users (ai_tutor_used) through personalized win-back content and limited-time offers,Empowerment,Urgent (mild),Unlock Your Streak's Masterpiece,Train with Sia for just 10 min daily & watch progress compound,Start Your Streak Today,अपनी स्ट्रीक का मास्टरपीस लॉक करें ,सिया से 10 मिनट दिन में अभ्यास करें और प्रगति वृद्धि करती जाएगी,आज शुरू करें ,Empowerment,insight_tip,Progress Reports,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_ROI_DEMONSTRATION_04
TPL_SEG_04_ROI_DEMONSTRATION_05,SEG_04,Moderate-Active Feature Enthusiasts,paid,8,ROI Demonstration,Days 26–28,Increase monthly retention by 10% among moderate-actively engaged users (ai_tutor_used) through personalized win-back content and limited-time offers,Empowerment,Urgent (mild),Unlock Your Streak's Secret in a Time Capsule of Progress,Boost your fluency with our AI-powered practice sessions,Start Your Session Now,अपनी स्ट्रीक की गुप्त खोज एक समय कैप्सूल में प्रगति,हमारे एआई-चालित अभ्यास सत्रों से अपनी भाषा कौशल को बढ़ाएं,आज शुरू करें,Empowerment,challenge,Streaks,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_ROI_DEMONSTRATION_05
TPL_SEG_04_RETENTION___RENEWAL_01,SEG_04,Moderate-Active Feature Enthusiasts,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Empowerment,Friendly,Train for Your Streak's Finishing Line,Complete daily exercises to win your streak back!,Open Now & Keep It Alive,अपनी स्ट्रीक के अंतिम रास्ते पर तैयार रहें ,दैनिक अभ्यासों को पूरा करें और अपनी स्ट्रीक को फिर से जीत लें!,अब खोलें और इसे जीवित रखें!,Empowerment,direct_cta,streak,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_RETENTION___RENEWAL_01
TPL_SEG_04_RETENTION___RENEWAL_02,SEG_04,Moderate-Active Feature Enthusiasts,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Empowerment,Friendly,Build Your Streak's Foundation,Complete 5 exercises in a row to unlock your next level!,Start Now,स्ट्रीक की आधारशिला बनाएं,पांच अभ्यासों को एक साथ पूरा करें और अगले स्तर को खोलें!,शुरू करें,Empowerment,question_hook,practice,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_RETENTION___RENEWAL_02
TPL_SEG_04_RETENTION___RENEWAL_03,SEG_04,Moderate-Active Feature Enthusiasts,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Empowerment,Friendly,Level Up Your Streak,Boost your daily practice to unlock the next level!,Start Now,स्ट्रीक का अगला स्तर हासिल करें ,दैनिक अभ्यास में वृद्धि करें और अगले स्तर को खोजें!,शुरू करें,Empowerment,social_proof,practice,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_RETENTION___RENEWAL_03
TPL_SEG_04_RETENTION___RENEWAL_04,SEG_04,Moderate-Active Feature Enthusiasts,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Empowerment,Friendly,Unlock Your Streak's Masterpiece in the Artist Studio,"Boost your fluency with daily sessions, and watch progress compound.",Start Your Session Now,अभ्यास का रचनात्मक स्टूडियो में अपनी प्रगति को खोलें,"दिन में एक सत्र लें, और प्रगति के जोड़ बढ़ते रहें.",शुरू करें अपना सत्र अब,Empowerment,insight_tip,consistency,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_RETENTION___RENEWAL_04
TPL_SEG_04_RETENTION___RENEWAL_05,SEG_04,Moderate-Active Feature Enthusiasts,paid,9,Retention & Renewal,Days 29–30,Increase monthly retention by 15% through personalized win-back content and limited-time offers,Empowerment,Friendly,Day 5 Challenge Unlocked!,You're on a roll — tackle today's challenge to unlock your next badge.,Continue Now,आज का दिन 5 चैलेंज लॉक हो गया!,आपकी गति में आगे बढ़ें — आज की चैलेंज को पूरा करें और अगले बैज को लॉक करें।,जारी रखें,Empowerment,challenge,challenges,1,0.12666666666666668,0.36999999999999994,0.011333333333333334,3,NEUTRAL,TPL_SEG_04_RETENTION___RENEWAL_05
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_01_v2,SEG_06,Moderate-Active Trial Activators,trial,1,Activation & Value Discovery,Days 1–2,Increase exercise completion rate by 20% within the first week,Empowerment,Motivational,"My Streak Was Dead, But SpeakX Brought Me Back to Life",Unlock daily exercises with Sia and revive your streak!,Start My Streak Today,"मेरी स्ट्रीक मृत हुई थी, लेकिन स्पीकर्स ने मुझे फिर से जिंदा कर दिया.",सिया के साथ दैनिक अभ्यास शुरू करें और अपनी स्ट्रीक को जीवित करें!,मेरी स्ट्रीक शुरू करें,Empowerment,challenge,general,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_01
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_02_v2,SEG_06,Moderate-Active Trial Activators,trial,1,Activation & Value Discovery,Days 1–2,Increase exercise completion rate by 20% within the first week,Loss Avoidance,Motivational,Phoenix Rises from the Ashes of Inactivity,Unlock your SpeakX streak with daily practice sessions and AI-powered feedback.,Start Your Daily Practice Now,,दिन के पहले 10 मिनट से अपनी स्ट्रीक को फिर से जीवंत करें और बोलते हुए शब्दों का निर्माण करें।,"दिन के पहले 10 मिनट शुरू करें,",Loss Avoidance,question_hook,insight_tip,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_02
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_03_v2,SEG_06,Moderate-Active Trial Activators,trial,1,Activation & Value Discovery,Days 1–2,Increase exercise completion rate by 20% within the first week,Curiosity,Motivational,Your Second Wind Awaits — Curiosity,Tap into your second wind with SpeakX's AI tutor today.,Start Practicing,आपकी second wind यात्रा शुरू होती है,SpeakX AI ट्यूटर के साथ आज अभ्यास करें।,अभ्यास शुरू करें,Curiosity,social_proof,general,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_03
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_04_v2,SEG_06,Moderate-Active Trial Activators,trial,1,Activation & Value Discovery,Days 1–2,Increase exercise completion rate by 20% within the first week,Social Proof,Motivational,"Your Streak Was Hidden, But SpeakX Uncovered It",10 min daily practice with Sia boosts fluency & confidence,Boost Your Streak Today!,अपनी स्ट्रीक को खोजा और फिर से जीवंत करें!,दैनिक 10 मिनट की प्रथा सिया से बातचीत करने से आपकी भाषा कौशल में सुधार होता है और आत्मविश्वास बढ़ता है,आज अपनी स्ट्रीक को मजबूत करें!,Social Proof,insight_tip,challenge,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_04
TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_05_v2,SEG_06,Moderate-Active Trial Activators,trial,1,Activation & Value Discovery,Days 1–2,Increase exercise completion rate by 20% within the first week,Scarcity,Motivational,"Your Streak Was Hidden, But SpeakX Uncovered It",Complete today's session with Sia and unlock your next badge.,Boost Your Streak Now,,अभ्यास को सिया से पूरा करें और अगला बैज हासिल करें।,अभ्यास बढ़ाएं,Scarcity,challenge,general,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_ACTIVATION___VALUE_DISCOVERY_05
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01_v2,SEG_06,Moderate-Active Trial Activators,trial,2,Habit Formation & Early Engagement,Days 3–5,Increase exercise completion rate by 25% within the next 3 days,Accomplishment,Motivational,Phoenix Rises from the Ashes of Inactivity,3 min daily beats 2 hr weekly,Start Now,நி் காுி ஜி௖ி ௧ி௲௃,நி் 3 காுி ஜி௖ி ௧ி௲௃,நி்,Accomplishment,direct_cta,general,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_01
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02_v2,SEG_06,Moderate-Active Trial Activators,trial,2,Habit Formation & Early Engagement,Days 3–5,Increase exercise completion rate by 25% within the next 3 days,Unpredictability,Motivational,Phoenix Rises from Inactive Streaks,"Boost your streak with daily practice sessions and AI-powered feedback on pronunciation, grammar, and fluency.",Start Daily Practice Now,नि ंग्रैय आमवीतॡ,ंग्रैय \u09a4न्रैय आमवीतॡ,ंग्रैय \u09a4न्रैय,Unpredictability,question_hook,progress reports,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_02
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03_v2,SEG_06,Moderate-Active Trial Activators,trial,2,Habit Formation & Early Engagement,Days 3–5,Increase exercise completion rate by 25% within the next 3 days,Ownership,Motivational,Phoenix Rises from Inactive Streaks,Boost your streak with daily practice sessions & AI-powered feedback.,Start Daily Practice Now,नि ं्ि गीमि,पाीि ःत्िआैमिं्िइडिकौमि,ःत्िआैमिं्िइडिकौमि,Ownership,social_proof,leaderboard,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_03
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04_v2,SEG_06,Moderate-Active Trial Activators,trial,2,Habit Formation & Early Engagement,Days 3–5,Increase exercise completion rate by 25% within the next 3 days,Loss Avoidance,Motivational,"Your Streak Was Hidden, But SpeakX Uncovered It",Daily exercises keep progress compounding. Boost your streak with AI tutor Sia.,Start Now,न् ंिगारिीाब्तेदैड,प्फिगांिगारिीाब्तेदैड,ंिगारिीाब्ते,Loss Avoidance,insight_tip,habit formation,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_04
TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05_v2,SEG_06,Moderate-Active Trial Activators,trial,2,Habit Formation & Early Engagement,Days 3–5,Increase exercise completion rate by 25% within the next 3 days,Empowerment,Motivational,"Your Streak Was Hidden, But SpeakX Uncovered It",Unlock your progress with daily exercises and AI-powered feedback.,Start Your Daily Practice Now,ટ઱ கધટૈ૓ૠ૱િ லૈ૕૪઻ૌ,ટ઱ கધટૈ૓ૠ૱િலૈ૕૪઻ૌટ઱ઞજધિ૊િ,கધૈ૓ૠ૱િலૈ૕૪઻ૌટ઱ઞ,Empowerment,challenge,streaks,1,0.03666666666666667,0.11333333333333334,0.028333333333333335,3,BAD,TPL_SEG_06_HABIT_FORMATION___EARLY_ENGAGEMENT_05
TPL_SEG_06_THE_CONVERSION_PUSH_01,SEG_06,Moderate-Active Trial Activators,trial,3,The Conversion Push,Days 6–7,Convert 30% of Moderate-Active Trial Activators to paid subscribers before trial expiry,Empowerment,Urgent (mild),"My Streak Was Dead, But SpeakX Brought Me Back to Life",Train for your streak's finishing line with our AI-powered English practice sessions.,Start Today's Session,"मेरी स्ट्रीक मर गई थी, लेकिन स्पीक्स ब्रिंग मुझे जीने दिया.",हमारे एआई पावर्ड अंग्रेजी अभ्यास सत्रों के साथ अपनी स्ट्रीक के अंतिम रेस के लिए तैयार रहें।,आज का सत्र शुरू करें,Empowerment,direct_cta,Sia,1,0.08,0.26333333333333336,0.01933333333333333,3,NEUTRAL,TPL_SEG_06_THE_CONVERSION_PUSH_01
TPL_SEG_06_THE_CONVERSION_PUSH_02,SEG_06,Moderate-Active Trial Activators,trial,3,The Conversion Push,Days 6–7,Convert 30% of Moderate-Active Trial Activators to paid subscribers before trial expiry,Empowerment,Urgent (mild),Phoenix Rising: Unlock Your Streak's Potential,Boost your fluency with our AI-powered practice sessions,Start Your Session Now,आग बुझाने वाली किरण: अपनी स्ट्रीक का संभावना खोजें,हमारे एआई-शक्तिशाली अभ्यास सत्रों में अपनी भाषा कौशल को बढ़ाएं,अब शुरू करें,Empowerment,question_hook,Exercise Completion,1,0.08,0.26333333333333336,0.01933333333333333,3,NEUTRAL,TPL_SEG_06_THE_CONVERSION_PUSH_02
TPL_SEG_06_THE_CONVERSION_PUSH_03,SEG_06,Moderate-Active Trial Activators,trial,3,The Conversion Push,Days 6–7,Convert 30% of Moderate-Active Trial Activators to paid subscribers before trial expiry,Empowerment,Urgent (mild),Revive Your Streak with SpeakX's Second Wind,Unlock daily boosts to outshine your peers & stay ahead in fluency,Join Now & Boost Your Streak Today!,अपुनी स्ट्रीक को फिर से जीवित करें - स्पीक्स,दैनिक बूस्ट लॉक करें और अपने दोस्तों से आगे रहें,अब शुरू करें & आपकी स्ट्रीक को बढ़ाएं,Empowerment,social_proof,Leaderboard,1,0.08,0.26333333333333336,0.01933333333333333,3,NEUTRAL,TPL_SEG_06_THE_CONVERSION_PUSH_03
TPL_SEG_06_THE_CONVERSION_PUSH_04,SEG_06,Moderate-Active Trial Activators,trial,3,The Conversion Push,Days 6–7,Convert 30% of Moderate-Active Trial Activators to paid subscribers before trial expiry,Empowerment,Urgent (mild),Tip: 10 min daily beats 2 hr weekly,Consistency builds fluency. One short session now keeps progress compounding.,Continue Now,सुझाव: दैनिक 10 मिनट अधिक है बेहतर है 2 घंटे साप्ताहिक,निरंतरता बोलचाल की नींव बनाती है। एक छोटे सत्र को अब शुरू करें और प्रगति जोड़ते रहें।,जारी रखें,Empowerment,insight_tip,Practice Scenarios,1,0.08,0.26333333333333336,0.01933333333333333,3,NEUTRAL,TPL_SEG_06_THE_CONVERSION_PUSH_04
TPL_SEG_06_THE_CONVERSION_PUSH_05,SEG_06,Moderate-Active Trial Activators,trial,3,The Conversion Push,Days 6–7,Convert 30% of Moderate-Active Trial Activators to paid subscribers before trial expiry,Empowerment,Urgent (mild),Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Continue Now,दिन 5 चैलेंज प्राप्त हुआ है,आपकी ट्रेनिंग में सुधार हो रहा है। आज के चैलेंज को पूरा करें और अगले बैज को प्राप्त करें।,जारी रखें,Empowerment,challenge,Streaks,1,0.08,0.26333333333333336,0.01933333333333333,3,NEUTRAL,TPL_SEG_06_THE_CONVERSION_PUSH_05
TPL_SEG_08_PREMIUM_AFFIRMATION_01,SEG_08,Low-Active At-Risk Paid,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Empowerment,Motivational,Start Today's Session,Three minutes is all it takes. Open now and keep your streak alive.,Continue Now,आज की सेशन शुरू करें,तीन मिनटों का फायदा उठाएं। अब खोलें और अपने स्ट्रीक को जीवित रखें।,जारी रखें,Empowerment,direct_cta,Sia,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_PREMIUM_AFFIRMATION_01
TPL_SEG_08_PREMIUM_AFFIRMATION_02,SEG_08,Low-Active At-Risk Paid,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Empowerment,Motivational,Unlock Your Streak's Masterpiece,Boost your fluency with our AI-powered practice sessions,Start Practicing Now,अपनी स्ट्रीक का रचनात्मकता का खजाना खोलें,हमारे AI साथी सिया के साथ प्रैक्टिस करें,शुरू करें प्रैक्टिस करना,Empowerment,question_hook,Progress Reports,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_PREMIUM_AFFIRMATION_02
TPL_SEG_08_PREMIUM_AFFIRMATION_03,SEG_08,Low-Active At-Risk Paid,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Empowerment,Motivational,"1,400 Learners Practiced Today",Don't fall behind — your peers are moving forward. Join them now.,Continue Now,आज को 1400 से अधिक लोगों ने अभ्यास किया है,अपने दोस्तों से पीछे नहीं पड़ें — वे आगे बढ़ रहे हैं। अब शामिल हों.,जारी रखें,Empowerment,social_proof,Leaderboard & Community,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_PREMIUM_AFFIRMATION_03
TPL_SEG_08_PREMIUM_AFFIRMATION_04,SEG_08,Low-Active At-Risk Paid,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Empowerment,Motivational,Tip: 10 Min Daily Beats 2 Hr Weekly,Consistency builds fluency. One short session now keeps progress compounding.,Continue Now,सुझाव: दैनिक 10 मिनट की तुलना में 2 घंटे को पार करते हैं,निरंतरता भाषण की स्पष्टता बनाती है। एक छोटी सी सेशन अब प्रगति को जोड़ती है.,जारी रखें,Empowerment,insight_tip,AI Tutor,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_PREMIUM_AFFIRMATION_04
TPL_SEG_08_PREMIUM_AFFIRMATION_05,SEG_08,Low-Active At-Risk Paid,paid,4,Premium Affirmation,Days 8–10,Increase exercise completion rate by 20% within the first week post-conversion,Empowerment,Motivational,Day 5 Challenge Unlocked,You're on a roll — tackle today's challenge to unlock your next badge.,Continue Now,आज की चुनौती पूरी करें,आपका रोल चल रहा है — आज की चुनौती पूरी करके अगली बैज को खोजें।,जारी रखें,Empowerment,challenge,Gamification System,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_PREMIUM_AFFIRMATION_05
TPL_SEG_08_DEEP_IMMERSION_01,SEG_08,Low-Active At-Risk Paid,paid,5,Deep Immersion,Days 11–15,Improve monthly retention by increasing exercise completion rate among Low-Active At-Risk Paid users,Empowerment,Friendly,Your Streak is at Risk!,3 days left in your trial! Open now and keep it alive.,Continue Now,अपनी स्ट्रीक को खतरे में डालें!,आपका 7 दिनों का ट्रायल जल्दी खत्म होने वाला है! अब खुलें और इसे बचाएं.,जारी रखें,Empowerment,direct_cta,Progress Reports,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_DEEP_IMMERSION_01
TPL_SEG_08_DEEP_IMMERSION_02,SEG_08,Low-Active At-Risk Paid,paid,5,Deep Immersion,Days 11–15,Improve monthly retention by increasing exercise completion rate among Low-Active At-Risk Paid users,Empowerment,Friendly,Unlock Your Streak's Masterpiece,Boost fluency with AI-powered practice sessions,Start Now,अपनी स्ट्रीक का मास्टरपीस लॉक करें ,AI से शक्तिशाली प्रशिक्षण सत्रों के साथ अपनी भाषा कौशल को बढ़ाएं,शुरू करें ,Empowerment,question_hook,Role-Based Practice Scenarios,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_DEEP_IMMERSION_02
TPL_SEG_08_DEEP_IMMERSION_03,SEG_08,Low-Active At-Risk Paid,paid,5,Deep Immersion,Days 11–15,Improve monthly retention by increasing exercise completion rate among Low-Active At-Risk Paid users,Empowerment,Friendly,Unlock Your Streak's Masterpiece Today,Boost your fluency with daily practice and get instant feedback from Sia,Start Your Practice Now,अपनी स्ट्रीक का मास्टरपीस आज खोलें ,दैनिक अभ्यास और सिया के साथ प्रतिक्रिया प्राप्त करें और अपनी भाषा कौशल को बढ़ाएं,आज अभ्यास शुरू करें ,Empowerment,insight_tip,Gamification System,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_DEEP_IMMERSION_03
TPL_SEG_08_DEEP_IMMERSION_04,SEG_08,Low-Active At-Risk Paid,paid,5,Deep Immersion,Days 11–15,Improve monthly retention by increasing exercise completion rate among Low-Active At-Risk Paid users,Empowerment,Friendly,Unlock Your Streak's Masterpiece Today,Boost your fluency with our AI-powered practice sessions,Start Your Session Now,अपनी स्ट्रीक का मास्टरपीस आज ही खोलें,हमारे AI साथ प्रशिक्षण सत्रों से अपनी भाषा कौशल को बढ़ाएं,आज शुरू करें,Empowerment,challenge,Leaderboard & Community,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_DEEP_IMMERSION_04
TPL_SEG_08_DEEP_IMMERSION_05,SEG_08,Low-Active At-Risk Paid,paid,5,Deep Immersion,Days 11–15,Improve monthly retention by increasing exercise completion rate among Low-Active At-Risk Paid users,Empowerment,Friendly,"1,400 Learners Practiced Today!",Don't fall behind — your peers are moving forward. Join them now.,Continue Now,आज 1400 से अधिक लोग अभ्यास कर रहे हैं!,अपनी पीछों में पड़ने से बचें — आपके दोस्त आगे बढ़ रहे हैं। उन्हें अब शामिल हों.,जारी रखें,Empowerment,social_proof,Progress Reports,1,0.14333333333333334,0.44,0.008166666666666668,3,NEUTRAL,TPL_SEG_08_DEEP_IMMERSION_05
TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_01,SEG_08,Low-Active At-Risk Paid,paid,6,Social & Expansion Drive,Days 16–20,Increase Monthly Retention by 15% through personalized win-back content and limited-time offers,Epic Meaning,Motivational,Start Today's Session,Three minutes is all it takes. Open now and keep your streak alive.,Continue Now,,,जारी रखें,Epic Meaning,direct_cta,Sia,1,0.11333333333333333,0.3466666666666667,0.010666666666666666,3,NEUTRAL,TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_01
