segment_id,segment_name,lifecycle_stage,lifecycle_day,notif_1,notif_2,notif_3,notif_4,notif_5,notif_6,notif_7,notif_8,notif_9
SEG_06,Moderate-Active Trial Activators,trial,D7,"(TPL_SEG_06_THE_CONVERSION_PUSH_04, evening, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_05, evening, push_notification)","(TPL_SEG_06_THE_CONVERSION_PUSH_01, evening, push_notification)",,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D8,"(TPL_SEG_08_PREMIUM_AFFIRMATION_05, evening, email)","(TPL_SEG_08_PREMIUM_AFFIRMATION_01, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D9,"(TPL_SEG_08_PREMIUM_AFFIRMATION_01, evening, email)","(TPL_SEG_08_PREMIUM_AFFIRMATION_02, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D10,"(TPL_SEG_08_PREMIUM_AFFIRMATION_02, evening, email)","(TPL_SEG_08_PREMIUM_AFFIRMATION_03, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D11,"(TPL_SEG_08_DEEP_IMMERSION_03, evening, email)","(TPL_SEG_08_DEEP_IMMERSION_04, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D12,"(TPL_SEG_08_DEEP_IMMERSION_04, evening, email)","(TPL_SEG_08_DEEP_IMMERSION_05, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D13,"(TPL_SEG_08_DEEP_IMMERSION_05, evening, email)","(TPL_SEG_08_DEEP_IMMERSION_01, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D14,"(TPL_SEG_08_DEEP_IMMERSION_01, evening, email)","(TPL_SEG_08_DEEP_IMMERSION_02, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D15,"(TPL_SEG_08_DEEP_IMMERSION_02, evening, email)","(TPL_SEG_08_DEEP_IMMERSION_03, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D16,"(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_03, evening, email)","(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_04, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D17,"(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_04, evening, email)","(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_05, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D18,"(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_05, evening, email)","(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_01, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D19,"(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_01, evening, email)","(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_02, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D20,"(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_02, evening, email)","(TPL_SEG_08_SOCIAL___EXPANSION_DRIVE_03, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D21,"(TPL_SEG_08_OVERCOMING_THE_SLUMP_03, evening, email)","(TPL_SEG_08_OVERCOMING_THE_SLUMP_04, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D22,"(TPL_SEG_08_OVERCOMING_THE_SLUMP_04, evening, email)","(TPL_SEG_08_OVERCOMING_THE_SLUMP_05, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D23,"(TPL_SEG_08_OVERCOMING_THE_SLUMP_05, evening, email)","(TPL_SEG_08_OVERCOMING_THE_SLUMP_01, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D24,"(TPL_SEG_08_OVERCOMING_THE_SLUMP_01, evening, email)","(TPL_SEG_08_OVERCOMING_THE_SLUMP_02, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D25,"(TPL_SEG_08_OVERCOMING_THE_SLUMP_02, evening, email)","(TPL_SEG_08_OVERCOMING_THE_SLUMP_03, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D26,"(TPL_SEG_08_ROI_DEMONSTRATION_03, evening, email)","(TPL_SEG_08_ROI_DEMONSTRATION_04, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D27,"(TPL_SEG_08_ROI_DEMONSTRATION_04, evening, email)","(TPL_SEG_08_ROI_DEMONSTRATION_05, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D28,"(TPL_SEG_08_ROI_DEMONSTRATION_05, evening, email)","(TPL_SEG_08_ROI_DEMONSTRATION_01, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D29,"(TPL_SEG_08_RETENTION___RENEWAL_01, evening, email)","(TPL_SEG_08_RETENTION___RENEWAL_02, evening, push_notification)",,,,,,,
SEG_08,Low-Active At-Risk Paid,paid,D30,"(TPL_SEG_08_RETENTION___RENEWAL_02, evening, email)","(TPL_SEG_08_RETENTION___RENEWAL_03, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D1,"(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_03_v2, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_04_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D2,"(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_04_v2, evening, email)","(TPL_SEG_09_ACTIVATION___VALUE_DISCOVERY_05_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D3,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_05_v2, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_01_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D4,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_01_v2, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_02_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D5,"(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_02_v2, evening, email)","(TPL_SEG_09_HABIT_FORMATION___EARLY_ENGAGEMENT_03_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D6,"(TPL_SEG_09_THE_CONVERSION_PUSH_03_v2, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_04_v2, evening, push_notification)",,,,,,,
SEG_09,Low-Active Cold Trial,trial,D7,"(TPL_SEG_09_THE_CONVERSION_PUSH_04_v2, evening, email)","(TPL_SEG_09_THE_CONVERSION_PUSH_05_v2, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D31,"(TPL_SEG_11_THE_WIN_BACK_03, evening, email)","(TPL_SEG_11_THE_WIN_BACK_04, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D37,"(TPL_SEG_11_THE_WIN_BACK_04, evening, email)","(TPL_SEG_11_THE_WIN_BACK_05, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D44,"(TPL_SEG_11_THE_WIN_BACK_01, evening, email)","(TPL_SEG_11_THE_WIN_BACK_02, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D51,"(TPL_SEG_11_THE_WIN_BACK_03, evening, email)","(TPL_SEG_11_THE_WIN_BACK_04, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D58,"(TPL_SEG_11_THE_WIN_BACK_05, evening, email)","(TPL_SEG_11_THE_WIN_BACK_01, evening, push_notification)",,,,,,,
SEG_11,Deep Churned,churned,D65,"(TPL_SEG_11_THE_WIN_BACK_02, evening, email)","(TPL_SEG_11_THE_WIN_BACK_03, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D31,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04_v2, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D37,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05_v2, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D44,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_01_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_02_v2, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D51,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_04_v2, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D58,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_05_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_01_v2, evening, push_notification)",,,,,,,
SEG_12,Inactive High-Propensity,inactive,D65,"(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_02_v2, evening, email)","(TPL_SEG_12_THE_LOW_FRICTION_RE_ENGAGEMENT_03_v2, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D31,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D37,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D44,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_01, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_02, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D51,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_04, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D58,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_05, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_01, evening, push_notification)",,,,,,,
SEG_13,Inactive Low-Propensity,inactive,D65,"(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_02, evening, email)","(TPL_SEG_13_THE_LOW_FRICTION_RE_ENGAGEMENT_03, evening, push_notification)",,,,,,,
